date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:34	67/67	---M--	200	added ('OK')	text/plain	date:Mon,%2013%20Aug%202018%2007:24:34%20GMT	http://www.cumby.com/robots.txt		(from )
12:54:34	37411/37411	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:35%20GMT	http://www.cumby.com/	d:/My%20Web%20Sites/build1/www.cumby.com/index.html	(from )
12:54:34	7318/7318	---M--	200	added ('OK')	image/png	etag:%225b21cce7-1c96%22	http://www.cumby.com/wp-content/themes/wscumby/images/favicon.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/favicon.png	(from http://www.cumby.com/)
12:54:40	142296/142296	---M--	200	added ('OK')	image/jpeg	etag:%225b693b68-22bd8%22	http://www.cumby.com/wp-content/themes/wscumby/screenshot.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/screenshot.jpg	(from http://www.cumby.com/)
12:54:40	3883/3883	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Aug%202018%2007:24:36%20GMT	https://use.typekit.net/xgi8voe.css	d:/My%20Web%20Sites/build1/use.typekit.net/xgi8voe.css	(from http://www.cumby.com/)
12:54:40	8129/8129	---M-Z	200	added ('OK')	text/css	etag:W/%225ab7bd1c-1fc1%22	http://www.cumby.com/wp-content/themes/wscumby/css/normalize.css	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/css/normalize.css	(from http://www.cumby.com/)
12:54:41	1986/1986	---M-Z	200	added ('OK')	text/css	etag:W/%225ab1277f-7c2%22	http://www.cumby.com/wp-content/themes/wscumby/css/icons.css	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/css/icons.css	(from http://www.cumby.com/)
12:54:41	154122/154122	---M-Z	200	added ('OK')	text/css	etag:W/%225b5f89f7-25a0a%22	http://www.cumby.com/wp-content/themes/wscumby/style.css	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/style.css	(from http://www.cumby.com/)
12:54:42	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2013%20Aug%202018%2007:24:42%20GMT	http://www.cumby.com/wp-content/themes/wscumby/	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/index.html	(from http://www.cumby.com/)
12:54:42	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-USx9eQM+MCipvmG1QM8aaHDIlvg%22	https://cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min.css?ver=4.9.7	d:/My%20Web%20Sites/build1/cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min37cb.css	(from http://www.cumby.com/)
12:54:43	812/812	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Aug%202018%2007:24:43%20GMT	http://www.cumby.com/xmlrpc.php?rsd	d:/My%20Web%20Sites/build1/www.cumby.com/xmlrpc0db0.php	(from http://www.cumby.com/)
12:54:43	698/698	---M--	200	added ('OK')	application/rss+xml	etag:%224293cf1c4fb3876baf45334f2f467606%22	http://www.cumby.com/comments/feed/	d:/My%20Web%20Sites/build1/www.cumby.com/comments/feed/index.html	(from http://www.cumby.com/)
12:54:43	7822/7822	---M--	200	added ('OK')	application/rss+xml	etag:%223364394edd7ce9019c960b82864c80b9%22	http://www.cumby.com/feed/	d:/My%20Web%20Sites/build1/www.cumby.com/feed/index.html	(from http://www.cumby.com/)
12:54:43	52931/52931	---M-Z	200	added ('OK')	application/json	date:Mon,%2013%20Aug%202018%2007:24:44%20GMT	http://www.cumby.com/wp-json/	d:/My%20Web%20Sites/build1/www.cumby.com/wp-json/index.html	(from http://www.cumby.com/)
12:54:43	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:W/%225b70c1a1-415%22	http://www.cumby.com/wp-includes/wlwmanifest.xml	d:/My%20Web%20Sites/build1/www.cumby.com/wp-includes/wlwmanifest.xml	(from http://www.cumby.com/)
12:54:44	2162/2162	---M-Z	200	added ('OK')	application/json	date:Mon,%2013%20Aug%202018%2007:24:44%20GMT	http://www.cumby.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.cumby.com%2F	d:/My%20Web%20Sites/build1/www.cumby.com/wp-json/oembed/1.0/embeddb3b.json	(from http://www.cumby.com/)
12:54:44	2261/2261	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Aug%202018%2007:24:45%20GMT	http://www.cumby.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.cumby.com%2F&format=xml	d:/My%20Web%20Sites/build1/www.cumby.com/wp-json/oembed/1.0/embed916e	(from http://www.cumby.com/)
12:54:44	18354/18354	---M--	200	added ('OK')	image/png	etag:%225ab1277f-47b2%22	http://www.cumby.com/wp-content/themes/wscumby/images/menu-lockup@2x.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/menu-lockup@2x.png	(from http://www.cumby.com/)
12:54:45	40122/40122	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:46%20GMT	http://www.cumby.com/news/	d:/My%20Web%20Sites/build1/www.cumby.com/news/index.html	(from http://www.cumby.com/)
12:54:46	44259/44259	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:46%20GMT	http://www.cumby.com/our-company/	d:/My%20Web%20Sites/build1/www.cumby.com/our-company/index.html	(from http://www.cumby.com/)
12:54:46	15354/15354	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:46%20GMT	http://www.cumby.com/projects/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/index.html	(from http://www.cumby.com/)
12:54:47	17383/17383	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:47%20GMT	http://www.cumby.com/projects/academic/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/academic/index.html	(from http://www.cumby.com/)
12:54:47	17134/17134	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:47%20GMT	http://www.cumby.com/projects/corporate/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/corporate/index.html	(from http://www.cumby.com/)
12:54:47	15468/15468	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:48%20GMT	http://www.cumby.com/projects/religious/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/religious/index.html	(from http://www.cumby.com/)
12:54:48	16838/16838	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:48%20GMT	http://www.cumby.com/projects/historic/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/historic/index.html	(from http://www.cumby.com/)
12:54:49	14598/14598	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:49%20GMT	http://www.cumby.com/projects/multifamily/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/multifamily/index.html	(from http://www.cumby.com/)
12:54:49	16319/16319	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:50%20GMT	http://www.cumby.com/projects/leed-green-building/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/leed-green-building/index.html	(from http://www.cumby.com/)
12:54:49	1191/1191	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ab1277f-4a7%22	http://www.cumby.com/wp-content/themes/wscumby/images/svg/pattern1.svg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/svg/pattern1.svg	(from http://www.cumby.com/)
12:54:50	16300/16300	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:24:51%20GMT	http://www.cumby.com/projects/senior-living/	d:/My%20Web%20Sites/build1/www.cumby.com/projects/senior-living/index.html	(from http://www.cumby.com/)
12:55:59	443179/443179	---M--	200	added ('OK')	image/jpeg	etag:%225aaaf31d-6c32b%22	http://www.cumby.com/wp-content/uploads/2018/02/home-hero3.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/02/home-hero3.jpg	(from http://www.cumby.com/)
12:55:59	26952/26952	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:00%20GMT	http://www.cumby.com/services/	d:/My%20Web%20Sites/build1/www.cumby.com/services/index.html	(from http://www.cumby.com/)
12:56:01	5872/5872	---M--	200	added ('OK')	image/png	etag:%225ab1277f-16f0%22	http://www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot1.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot1.png	(from http://www.cumby.com/)
12:56:01	21412/21412	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:02%20GMT	http://www.cumby.com/services/pre-construction/	d:/My%20Web%20Sites/build1/www.cumby.com/services/pre-construction/index.html	(from http://www.cumby.com/)
12:56:11	534912/534912	---M--	200	added ('OK')	image/jpeg	etag:%225aaaf31d-82980%22	http://www.cumby.com/wp-content/uploads/2018/02/home-hero2.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/02/home-hero2.jpg	(from http://www.cumby.com/)
12:56:12	21027/21027	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:12%20GMT	http://www.cumby.com/services/construction/	d:/My%20Web%20Sites/build1/www.cumby.com/services/construction/index.html	(from http://www.cumby.com/)
12:56:13	6033/6033	---M--	200	added ('OK')	image/png	etag:%225b6282eb-1791%22	http://www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot2.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot2.png	(from http://www.cumby.com/)
12:56:14	20566/20566	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:14%20GMT	http://www.cumby.com/services/design-build/	d:/My%20Web%20Sites/build1/www.cumby.com/services/design-build/index.html	(from http://www.cumby.com/)
12:56:51	750419/750419	---M--	200	added ('OK')	image/jpeg	etag:%225aaaf31d-b7353%22	http://www.cumby.com/wp-content/uploads/2018/03/2017_11_10DigSwa01_A.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/03/2017_11_10DigSwa01_A.jpg	(from http://www.cumby.com/)
12:56:52	20958/20958	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:53%20GMT	http://www.cumby.com/services/virtual-design-construction/	d:/My%20Web%20Sites/build1/www.cumby.com/services/virtual-design-construction/index.html	(from http://www.cumby.com/)
12:56:53	5279/5279	---M--	200	added ('OK')	image/png	etag:%225b4aa4bf-149f%22	http://www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot3.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot3.png	(from http://www.cumby.com/)
12:56:54	21765/21765	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:26:54%20GMT	http://www.cumby.com/services/high-performance-sustainable-building/	d:/My%20Web%20Sites/build1/www.cumby.com/services/high-performance-sustainable-building/index.html	(from http://www.cumby.com/)
12:57:01	823238/823238	---M--	200	added ('OK')	image/jpeg	etag:%225ab10bf2-c8fc6%22	http://www.cumby.com/wp-content/uploads/2018/03/NPPR3-1.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/03/NPPR3-1.jpg	(from http://www.cumby.com/)
12:57:01	19672/19672	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:27:02%20GMT	http://www.cumby.com/services/special-projects/	d:/My%20Web%20Sites/build1/www.cumby.com/services/special-projects/index.html	(from http://www.cumby.com/)
12:57:02	4826/4826	---M--	200	added ('OK')	image/png	etag:%225ab1277f-12da%22	http://www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot4.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/proj-spacer-slot4.png	(from http://www.cumby.com/)
12:57:03	15910/15910	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:27:04%20GMT	http://www.cumby.com/contact/	d:/My%20Web%20Sites/build1/www.cumby.com/contact/index.html	(from http://www.cumby.com/)
12:57:16	381700/381700	---M--	200	added ('OK')	image/jpeg	etag:%225aaaf31d-5d304%22	http://www.cumby.com/wp-content/uploads/2018/03/StevenHollArchitects_IAS_WestEntry_WH.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/03/StevenHollArchitects_IAS_WestEntry_WH.jpg	(from http://www.cumby.com/)
12:57:16	15949/15949	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202018%2007:27:17%20GMT	http://www.cumby.com/subcontractors/	d:/My%20Web%20Sites/build1/www.cumby.com/subcontractors/index.html	(from http://www.cumby.com/)
12:57:17	1957/1957	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ab1277f-7a5%22	http://www.cumby.com/wp-content/themes/wscumby/images/svg/pattern2.svg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/svg/pattern2.svg	(from http://www.cumby.com/)
12:57:17	1193/1193	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b633e37-4a9%22	http://www.cumby.com/wp-content/themes/wscumby/images/svg/pattern3.svg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/svg/pattern3.svg	(from http://www.cumby.com/)
12:57:44	166563/166563	---M--	200	added ('OK')	image/jpeg	etag:%225aaaf31d-28aa3%22	http://www.cumby.com/wp-content/uploads/2018/02/home-history.jpg	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/uploads/2018/02/home-history.jpg	(from http://www.cumby.com/)
12:57:47	18327/18327	---M--	200	added ('OK')	image/png	etag:%225b6abfa6-4797%22	http://www.cumby.com/wp-content/themes/wscumby/images/history-lockup@2x.png	d:/My%20Web%20Sites/build1/www.cumby.com/wp-content/themes/wscumby/images/history-lockup@2x.png	(from http://www.cumby.com/)
